CITY_NAME,CITY_STATE,STAT_YEAR,CITY_GDP,CITY_RATING
Garfield,Colorado,2018,4243642,88
Gilpin,Colorado,2015,505564,22
Gilpin,Colorado,2016,503282,80
Gilpin,Colorado,2017,552434,61
Gilpin,Colorado,2018,525142,46
Grand,Colorado,2015,653776,97
Grand,Colorado,2016,661941,44
Grand,Colorado,2017,685071,90
Grand,Colorado,2018,714703,86
Gunnison,Colorado,2015,923743,46
Gunnison,Colorado,2016,943497,99
Gunnison,Colorado,2017,1012690,100
Gunnison,Colorado,2018,1028922,89
Hinsdale,Colorado,2015,48200,34
Hinsdale,Colorado,2016,47982,3
Hinsdale,Colorado,2017,52284,54
Hinsdale,Colorado,2018,52699,15
Huerfano,Colorado,2015,233778,97
Huerfano,Colorado,2016,246665,10
Huerfano,Colorado,2017,271378,27
Huerfano,Colorado,2018,273895,97
Jackson,Colorado,2015,89185,81
Jackson,Colorado,2016,93650,47
Jackson,Colorado,2017,98742,87
Jackson,Colorado,2018,118656,27
Jefferson,Colorado,2015,26075796,68
Jefferson,Colorado,2016,27600781,80
Jefferson,Colorado,2017,28434307,50
Jefferson,Colorado,2018,29445620,98
Kiowa,Colorado,2015,84548,24
Kiowa,Colorado,2016,83008,100
Kiowa,Colorado,2017,90628,76
Kiowa,Colorado,2018,73798,1
Kit Carson,Colorado,2015,318197,71
Kit Carson,Colorado,2016,325292,97
Kit Carson,Colorado,2017,331713,99
Kit Carson,Colorado,2018,391520,19
Lake,Colorado,2015,277307,6
Lake,Colorado,2016,266524,16
Lake,Colorado,2017,296883,22
Lake,Colorado,2018,309433,26
La Plata,Colorado,2015,3499160,35
La Plata,Colorado,2016,3674622,28
La Plata,Colorado,2017,3650188,35
La Plata,Colorado,2018,3515882,14
Larimer,Colorado,2015,14784676,45
Larimer,Colorado,2016,15358832,35
Larimer,Colorado,2017,16121584,83
Larimer,Colorado,2018,16793330,38
Las Animas,Colorado,2015,718839,84
Las Animas,Colorado,2016,736109,80
Las Animas,Colorado,2017,723964,99
Las Animas,Colorado,2018,711460,13
Lincoln,Colorado,2015,363542,11
Lincoln,Colorado,2016,374098,98
Lincoln,Colorado,2017,396871,98
Lincoln,Colorado,2018,391910,76
Logan,Colorado,2015,1217271,70
Logan,Colorado,2016,1235667,6
Logan,Colorado,2017,1090097,16
Logan,Colorado,2018,1061679,49
Mesa,Colorado,2015,5757436,13
Mesa,Colorado,2016,5695220,11
Mesa,Colorado,2017,5970021,60
Mesa,Colorado,2018,6253144,77
Mineral,Colorado,2015,70751,9
Mineral,Colorado,2016,68993,10
Mineral,Colorado,2017,73103,3
Mineral,Colorado,2018,77089,51
Moffat,Colorado,2015,1042946,50
Moffat,Colorado,2016,1045120,52
Moffat,Colorado,2017,1026134,37
Moffat,Colorado,2018,987890,100
Montezuma,Colorado,2015,1808550,63
Montezuma,Colorado,2016,1888742,100
Montezuma,Colorado,2017,2024058,11
Montezuma,Colorado,2018,1799102,8
Montrose,Colorado,2015,1301522,52
Montrose,Colorado,2016,1314618,100
Montrose,Colorado,2017,1359203,69
Montrose,Colorado,2018,1413627,65
Morgan,Colorado,2015,1527903,2
Morgan,Colorado,2016,1494827,98
Morgan,Colorado,2017,1559780,98
Morgan,Colorado,2018,1592344,4
Otero,Colorado,2015,597938,99
Otero,Colorado,2016,580665,53
Otero,Colorado,2017,579125,35
Otero,Colorado,2018,594219,38
Ouray,Colorado,2015,214088,1
Ouray,Colorado,2016,193107,85
Ouray,Colorado,2017,196871,94
Ouray,Colorado,2018,200510,29
Park,Colorado,2015,349626,30
Park,Colorado,2016,364585,85
Park,Colorado,2017,383734,92
Park,Colorado,2018,400803,2
Phillips,Colorado,2015,198867,37
Phillips,Colorado,2016,217901,15
Phillips,Colorado,2017,202394,72
Phillips,Colorado,2018,213315,44
Pitkin,Colorado,2015,1810200,61
Pitkin,Colorado,2016,1864163,95
Pitkin,Colorado,2017,1871595,74
Pitkin,Colorado,2018,1900883,81
Prowers,Colorado,2015,562738,9
Prowers,Colorado,2016,593064,20
Prowers,Colorado,2017,541959,70
Prowers,Colorado,2018,585362,57
Pueblo,Colorado,2015,5633254,65
Pueblo,Colorado,2016,5793524,74
Pueblo,Colorado,2017,5936817,65
Pueblo,Colorado,2018,6084945,45
Rio Blanco,Colorado,2015,816272,36
Rio Blanco,Colorado,2016,762354,20
Rio Blanco,Colorado,2017,754490,74
Rio Blanco,Colorado,2018,736488,97
Rio Grande,Colorado,2015,435710,19
Rio Grande,Colorado,2016,439984,95
Rio Grande,Colorado,2017,424683,38
Rio Grande,Colorado,2018,435646,68
